CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.06959315445249181,1.44,-0.5716498838109991,0.0,0.0,0.4966124661246613,-0.25076452599388377,0.2857767343965029,-0.2,-0.08785529715762273,-1.339285714285714,0.2619019067034404,-0.6376811594202896,0.3510971786833856
-0.06375455054363133,0.0,-0.20294345468628963,0.0,-0.3942857142857147,0.28794037940379436,0.02854230377166169,0.5697887152918321,-0.15,-0.22739018087855298,-0.44642857142857134,0.2619019067034404,-0.2218890554722637,0.05015673981191249
-0.06376011376793705,0.0,-0.20294345468628963,0.0,-0.3942857142857147,1.3231707317073158,-0.3343527013251784,0.5697887152918321,-0.15,-0.22739018087855298,-0.44642857142857134,0.06667466123036261,-0.7326336831584205,1.6927899686520378
-0.062347054794282396,0.0,-0.5817195972114639,0.0,-0.45714285714285724,1.069783197831978,-0.6462793068297658,0.9243908362341131,-0.1,-0.27906976744186046,-0.12500000000000047,0.1530159491545746,-0.8415792103948023,1.5297805642633224
-0.052144101417579095,0.0,-0.5817195972114639,0.0,-0.45714285714285724,1.2716802168021677,-0.4750254841997962,0.9243908362341131,-0.1,-0.27906976744186046,-0.12500000000000047,0.2619019067034404,-0.6026986506746624,1.8808777429467085
-0.063048021056804,0.0,-0.5817195972114639,0.0,-0.45714285714285724,0.3001355013550131,-0.3832823649337411,0.9243908362341131,-0.1,-0.27906976744186046,-0.12500000000000047,0.12855258424271512,-0.6146926536731632,0.940438871473354
-0.04679227963546974,1.0,-0.14097598760650654,0.0,-0.08000000000000007,-0.2662601626016263,-0.22222222222222238,0.7619363717315633,0.0,-0.04909560723514212,-1.3750000000000002,0.19954430986928984,0.10694652673663169,0.21316614420062682
-0.0311429296634597,1.0,-0.14097598760650654,0.0,-0.08000000000000007,-0.04945799457994604,0.37920489296636084,0.8882214846595968,0.0,-0.04909560723514212,-1.3750000000000002,0.2619019067034404,0.7786106946526734,0.7398119122257054
-0.012592358216013047,1.0,-0.14097598760650654,0.0,-0.08000000000000007,-0.7825203252032511,0.4587155963302753,0.9308346150732614,0.0,-0.04909560723514212,-1.3750000000000002,-0.2307231082863651,1.8560719640179906,-0.5893416927899685
-0.024052600285810653,1.0,-0.14097598760650654,0.0,-0.08000000000000007,-0.27710027100271034,0.17125382262996958,1.0959766858253057,0.0,-0.04909560723514212,-1.3750000000000002,-0.22688571771195648,0.5737131434282859,-0.28840125391849536
-0.008795457627354376,1.0,-0.14097598760650654,0.0,-0.08000000000000007,0.22831978319783167,0.3425076452599389,1.0165142070752045,0.0,-0.04909560723514212,-1.3750000000000002,0.05180477275452609,0.9085457271364316,-0.7774294670846392
-0.03867553537341405,1.0,-0.14097598760650654,0.0,-0.08000000000000007,-0.2703252032520318,0.1100917431192662,0.977657249251194,0.0,-0.04909560723514212,-1.3750000000000002,0.2619019067034404,0.1909045477261369,-0.28840125391849536
-0.04526517456354767,1.0,-0.14097598760650654,0.0,-0.08000000000000007,-0.432926829268292,-0.7849133537206934,0.7264470169189671,0.0,-0.04909560723514212,-1.3750000000000002,-0.04508933924931031,0.4347826086956522,0.06269592476489028
0.10382367360562997,0.0,-0.1200619674670797,0.0,0.0,-0.3516260162601625,-0.32008154943934775,0.48572816319922274,-0.05,-0.059431524547803614,0.696428571428571,0.2619019067034404,-0.30984507746126927,-0.10031347962382452
0.10610459557097804,0.0,-0.1200619674670797,0.0,0.0,-0.15243902439024357,0.14271151885830788,0.40620092285274834,-0.05,-0.059431524547803614,0.696428571428571,-0.5477875044969421,-0.10994502748625681,-0.3761755485893416
0.10316443152540133,0.0,-0.1200619674670797,0.0,0.0,-0.5074525745257453,-0.4281345565749236,0.4180846757872581,-0.05,-0.059431524547803614,0.696428571428571,0.20050365751289131,-0.28885557221389285,-0.1630094043887148
0.2218113162936409,0.0,-0.1200619674670797,0.0,0.0,-0.37059620596205983,-0.9826707441386343,0.4180846757872581,-0.05,-0.059431524547803614,0.696428571428571,-0.22017028420673795,-0.47776111944027966,0.2382445141065833
0.1467828916944538,0.0,-0.1200619674670797,0.0,0.0,-0.29607046070460646,0.08562691131498479,0.34014409455193084,-0.05,-0.059431524547803614,0.696428571428571,-0.22496702242475078,0.33083458270864563,-0.4639498432601879
